Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
37047,20130220:0800,23.2,24,7.0,24,-,-,-,-,-,D
37047,20130221:0800,15.8,24,9.1,24,-,-,-,-,-,D
37047,20130222:0800,9.5,24,5.0,24,-,-,-,-,-,D
37047,20130223:0800,16.9,24,2.7,24,-,-,-,-,-,D
37047,20130224:0800,17.5,24,3.8,24,-,-,-,-,-,D
37047,20130225:0800,20.8,24,5.7,24,-,-,-,-,-,D
37047,20130226:0800,23.5,24,7.8,24,-,-,-,-,-,D
37047,20130227:0800,17.2,24,5.6,24,-,-,-,-,-,D
37047,20130228:0800,20.7,24,9.0,24,-,-,-,-,-,D
37047,20130301:0800,17.5,24,10.9,24,-,-,-,-,-,D
37047,20130302:0800,16.5,24,9.4,24,-,-,-,-,-,D
37047,20130303:0800,18.4,24,4.4,24,-,-,-,-,-,D
37047,20130304:0800,16.0,24,5.5,24,-,-,-,-,-,D
37047,20130305:0800,12.4,24,3.9,24,-,-,-,-,-,D
37047,20130306:0800,18.5,24,7.9,24,-,-,-,-,-,D
37047,20130307:0800,16.9,24,3.4,24,-,-,-,-,-,D
37047,20130308:0800,16.9,24,6.8,24,-,-,-,-,-,D
37047,20130309:0800,19.5,24,5.6,24,-,-,-,-,-,D
37047,20130310:0800,22.5,24,3.4,24,-,-,-,-,-,D
37047,20130311:0800,18.1,24,7.2,24,-,-,-,-,-,D
37047,20130312:0800,17.5,24,5.2,24,-,-,-,-,-,D
37047,20130313:0800,18.6,24,2.3,24,-,-,-,-,-,D
37047,20130314:0800,19.2,24,5.1,24,-,-,-,-,-,D
37047,20130315:0800,17.2,24,11.1,24,-,-,-,-,-,D
37047,20130316:0800,17.1,24,10.4,24,-,-,-,-,-,D
37047,20130317:0800,18.6,24,11.2,24,-,-,-,-,-,D
37047,20130318:0800,12.0,24,2.6,24,-,-,-,-,-,D
37047,20130319:0800,8.2,24,2.4,24,-,-,-,-,-,D
37047,20130320:0800,8.8,24,0.0,24,-,-,-,-,-,D
37047,20130321:0800,12.5,24,1.7,24,-,-,-,-,-,D
37047,20130322:0800,14.0,24,2.4,24,-,-,-,-,-,D
37047,20130323:0800,15.3,24,7.5,24,-,-,-,-,-,D
37047,20130324:0800,14.7,24,9.9,24,-,-,-,-,-,D
37047,20130325:0800,13.7,24,10.1,24,-,-,-,-,-,D
37047,20130326:0800,15.4,24,2.2,24,-,-,-,-,-,D
37047,20130327:0800,16.8,24,3.7,24,-,-,-,-,-,D
37047,20130328:0800,15.7,24,9.2,24,-,-,-,-,-,D
37047,20130329:0800,16.6,24,9.4,24,-,-,-,-,-,D
37047,20130330:0800,15.8,24,12.0,24,-,-,-,-,-,D
37047,20130331:0800,16.9,24,8.0,24,-,-,-,-,-,D
37047,20130401:0800,15.8,24,3.3,24,-,-,-,-,-,D
37047,20130402:0800,9.7,24,4.7,24,-,-,-,-,-,D
37047,20130403:0800,11.2,24,4.6,24,-,-,-,-,-,D
37047,20130404:0800,9.0,24,-1.7,24,-,-,-,-,-,D
37047,20130405:0800,7.6,24,-0.2,24,-,-,-,-,-,D
37047,20130406:0800,6.3,24,-1.8,24,-,-,-,-,-,D
37047,20130407:0900,10.3,24,-1.1,24,-,-,-,-,-,D
37047,20130408:0900,12.4,24,1.6,24,-,-,-,-,-,D
37047,20130409:0900,11.0,24,2.4,24,-,-,-,-,-,D
37047,20130410:0900,7.2,24,-0.8,24,-,-,-,-,-,D
37047,20130411:0900,13.3,24,0.3,24,-,-,-,-,-,D
37047,20130412:0900,10.7,24,1.3,24,-,-,-,-,-,D
37047,20130413:0900,11.4,24,2.3,24,-,-,-,-,-,D
37047,20130414:0900,12.4,24,4.7,24,-,-,-,-,-,D
37047,20130415:0900,12.7,24,8.6,24,-,-,-,-,-,D
37047,20130416:0900,11.5,24,5.2,24,-,-,-,-,-,D
37047,20130417:0900,14.0,24,3.7,24,-,-,-,-,-,D
37047,20130418:0900,10.0,24,4.6,24,-,-,-,-,-,D
37047,20130419:0900,8.8,24,0.7,24,-,-,-,-,-,D
37047,20130420:0900,5.8,24,0.8,24,-,-,-,-,-,D
37047,20130421:0900,4.4,24,0.3,24,-,-,-,-,-,D
37047,20130422:0900,10.7,24,1.7,24,-,-,-,-,-,D
37047,20130423:0900,9.7,24,4.2,24,-,-,-,-,-,D
37047,20130424:0900,10.3,24,5.3,24,-,-,-,-,-,D
37047,20130425:0900,11.2,24,2.7,24,-,-,-,-,-,D
37047,20130426:0900,10.6,24,0.8,24,-,-,-,-,-,D
37047,20130427:0900,8.4,24,3.6,24,-,-,-,-,-,D
37047,20130428:0900,10.3,24,5.3,24,-,-,-,-,-,D
37047,20130429:0900,12.0,24,5.8,24,-,-,-,-,-,D
37047,20130430:0900,9.3,24,-0.5,24,-,-,-,-,-,D
37047,20130501:0900,6.1,24,-0.9,24,-,-,-,-,-,D
37047,20130502:0900,8.7,24,2.0,24,-,-,-,-,-,D
37047,20130503:0900,4.2,24,1.3,24,-,-,-,-,-,D
37047,20130504:0900,9.4,24,0.9,24,-,-,-,-,-,D
37047,20130505:0900,14.1,24,4.0,24,-,-,-,-,-,D
37047,20130506:0900,4.0,24,0.0,24,-,-,-,-,-,D
37047,20130507:0900,1.7,24,-1.1,24,-,-,-,-,-,D
37047,20130508:0900,6.6,24,-1.4,24,-,-,-,-,-,D
37047,20130509:0900,6.0,24,-1.3,24,-,-,-,-,-,D
37047,20130510:0900,5.1,24,-0.9,24,-,-,-,-,-,D
37047,20130511:0900,1.2,24,-0.8,24,-,-,-,-,-,D
37047,20130512:0900,7.1,24,-0.1,24,-,-,-,-,-,D
37047,20130513:0900,15.4,24,3.4,24,-,-,-,-,-,D
37047,20130514:0900,10.1,24,4.7,24,-,-,-,-,-,D
37047,20130515:0900,11.0,24,2.6,24,-,-,-,-,-,D
37047,20130516:0900,10.1,24,1.5,24,-,-,-,-,-,D
37047,20130517:0900,12.2,24,6.4,24,-,-,-,-,-,D
37047,20130518:0900,10.8,24,5.1,24,-,-,-,-,-,D
37047,20130519:0900,7.9,24,3.3,24,-,-,-,-,-,D
37047,20130520:0900,6.9,24,2.6,24,-,-,-,-,-,D
37047,20130521:0900,8.3,24,3.6,24,-,-,-,-,-,D
37047,20130522:0900,6.7,24,3.9,24,-,-,-,-,-,D
37047,20130523:0900,5.7,24,0.9,24,-,-,-,-,-,D
37047,20130524:0900,3.3,24,-1.7,24,-,-,-,-,-,D
37047,20130525:0900,5.2,24,-1.7,24,-,-,-,-,-,D
37047,20130526:0900,7.2,24,3.0,24,-,-,-,-,-,D
37047,20130527:0900,4.0,24,-2.0,24,-,-,-,-,-,D
37047,20130528:0900,-0.2,24,-3.9,24,-,-,-,-,-,D
37047,20130529:0900,-0.4,24,-4.1,24,-,-,-,-,-,D
37047,20130530:0900,2.4,24,-1.1,24,-,-,-,-,-,D
37047,20130531:0900,5.9,24,1.3,24,-,-,-,-,-,D
37047,20130601:0900,7.1,24,4.4,24,-,-,-,-,-,D
37047,20130602:0900,9.5,24,5.7,24,-,-,-,-,-,D
37047,20130603:0900,6.4,24,-0.5,24,-,-,-,-,-,D
37047,20130604:0900,2.4,24,-1.3,24,-,-,-,-,-,D
37047,20130605:0900,-0.1,24,-3.8,24,-,-,-,-,-,D
37047,20130606:0900,3.6,24,-2.8,24,-,-,-,-,-,D
37047,20130607:0900,1.2,24,-2.4,24,-,-,-,-,-,D
37047,20130608:0900,7.8,24,-0.6,24,-,-,-,-,-,D
37047,20130609:0900,8.7,24,3.4,24,-,-,-,-,-,D
37047,20130610:0900,6.0,24,-1.3,24,-,-,-,-,-,D
37047,20130611:0900,3.0,24,-1.3,24,-,-,-,-,-,D
37047,20130612:0900,6.9,24,-0.7,24,-,-,-,-,-,D
37047,20130613:0900,6.1,24,0.0,24,-,-,-,-,-,D
37047,20130614:0900,6.3,24,-2.0,24,-,-,-,-,-,D
37047,20130615:0900,2.3,24,-1.9,24,-,-,-,-,-,D
37047,20130616:0900,3.2,24,0.3,24,-,-,-,-,-,D
37047,20130617:0900,4.5,24,2.7,24,-,-,-,-,-,D
37047,20130618:0900,4.7,24,1.6,24,-,-,-,-,-,D
37047,20130619:0900,2.8,24,0.2,24,-,-,-,-,-,D
37047,20130621:0900,-1.8,24,-4.2,24,-,-,-,-,-,D
37047,20130622:0900,-2.4,24,-3.7,24,-,-,-,-,-,D
37047,20130623:0900,-0.4,24,-6.8,24,-,-,-,-,-,D
37047,20130624:0900,0.9,24,-4.7,24,-,-,-,-,-,D
37047,20130625:0900,0.6,24,-4.5,24,-,-,-,-,-,D
37047,20130626:0900,1.3,24,-3.7,24,-,-,-,-,-,D
37047,20130627:0900,2.4,24,0.1,24,-,-,-,-,-,D
37047,20130628:0900,2.6,24,-1.4,24,-,-,-,-,-,D
37047,20130629:0900,-0.2,24,-5.0,24,-,-,-,-,-,D
37047,20130630:0900,3.7,24,-1.8,24,-,-,-,-,-,D
37047,20130701:0900,4.2,24,1.2,24,-,-,-,-,-,D
37047,20130702:0900,7.2,24,3.5,24,-,-,-,-,-,D
37047,20130703:0900,7.1,24,3.3,24,-,-,-,-,-,D
37047,20130704:0900,5.0,24,-0.6,24,-,-,-,-,-,D
37047,20130705:0900,6.7,24,1.2,24,-,-,-,-,-,D
37047,20130706:0900,7.2,24,2.0,24,-,-,-,-,-,D
37047,20130707:0900,3.3,24,0.5,24,-,-,-,-,-,D
37047,20130708:0900,2.2,24,-3.3,24,-,-,-,-,-,D
37047,20130709:0900,0.0,24,-3.3,24,-,-,-,-,-,D
37047,20130710:0900,-0.2,24,-3.8,24,-,-,-,-,-,D
37047,20130711:0900,-0.3,24,-7.1,24,-,-,-,-,-,D
37047,20130712:0900,-1.7,24,-7.0,24,-,-,-,-,-,D
37047,20130713:0900,-1.7,24,-9.5,24,-,-,-,-,-,D
37047,20130714:0900,0.9,24,-8.8,24,-,-,-,-,-,D
37047,20130715:0900,1.0,24,-2.1,24,-,-,-,-,-,D
37047,20130716:0900,2.8,24,-4.3,24,-,-,-,-,-,D
37047,20130717:0900,5.6,24,-0.3,24,-,-,-,-,-,D
37047,20130718:0900,7.4,24,2.2,24,-,-,-,-,-,D
37047,20130719:0900,6.8,24,-0.3,24,-,-,-,-,-,D
37047,20130720:0900,7.2,24,-0.3,24,-,-,-,-,-,D
37047,20130721:0900,7.9,24,5.5,24,-,-,-,-,-,D
37047,20130722:0900,9.6,24,5.7,24,-,-,-,-,-,D
37047,20130723:0900,7.6,24,1.9,24,-,-,-,-,-,D
37047,20130724:0900,5.3,24,0.6,24,-,-,-,-,-,D
37047,20130725:0900,5.1,24,-0.9,24,-,-,-,-,-,D
37047,20130726:0900,3.4,24,-0.4,24,-,-,-,-,-,D
37047,20130727:0900,5.6,24,2.3,24,-,-,-,-,-,D
37047,20130728:0900,5.9,24,1.5,24,-,-,-,-,-,D
37047,20130729:0900,6.3,24,2.5,24,-,-,-,-,-,D
37047,20130730:0900,7.9,24,0.4,24,-,-,-,-,-,D
37047,20130731:0900,8.4,24,3.4,24,-,-,-,-,-,D
37047,20130801:0900,6.5,24,2.2,24,-,-,-,-,-,D
37047,20130802:0900,6.4,24,-1.6,24,-,-,-,-,-,D
37047,20130803:0900,6.4,24,-1.1,24,-,-,-,-,-,D
37047,20130804:0900,7.0,24,0.2,24,-,-,-,-,-,D
37047,20130805:0900,7.7,24,-1.2,24,-,-,-,-,-,D
37047,20130806:0900,7.8,24,0.6,24,-,-,-,-,-,D
37047,20130807:0900,6.6,24,1.2,24,-,-,-,-,-,D
37047,20130808:0900,7.4,24,0.3,24,-,-,-,-,-,D
37047,20130809:0900,5.5,24,-2.4,24,-,-,-,-,-,D
37047,20130810:0900,5.9,24,-1.9,24,-,-,-,-,-,D
37047,20130811:0900,8.4,24,2.4,24,-,-,-,-,-,D
37047,20130812:0900,5.6,24,-1.3,24,-,-,-,-,-,D
37047,20130813:0900,6.8,24,-2.5,24,-,-,-,-,-,D
37047,20130814:0900,6.6,24,-0.6,24,-,-,-,-,-,D
37047,20130815:0900,5.5,24,-0.1,24,-,-,-,-,-,D
37047,20130816:0900,6.7,24,2.9,24,-,-,-,-,-,D
37047,20130817:0900,5.5,24,1.9,24,-,-,-,-,-,D
37047,20130818:0900,3.9,24,-0.5,24,-,-,-,-,-,D
37047,20130819:0900,10.3,24,0.1,24,-,-,-,-,-,D
37047,20130820:0900,10.4,24,2.1,24,-,-,-,-,-,D
37047,20130821:0900,8.4,24,1.8,24,-,-,-,-,-,D
37047,20130822:0900,7.6,24,1.0,24,-,-,-,-,-,D
37047,20130823:0900,8.0,24,-1.2,24,-,-,-,-,-,D
37047,20130824:0900,8.2,24,-0.9,24,-,-,-,-,-,D
37047,20130825:0900,6.0,24,1.9,24,-,-,-,-,-,D
37047,20130826:0900,10.7,24,0.7,24,-,-,-,-,-,D
37047,20130827:0900,6.6,24,0.0,24,-,-,-,-,-,D
37047,20130828:0900,6.2,24,1.9,24,-,-,-,-,-,D
37047,20130829:0900,3.3,24,-3.5,24,-,-,-,-,-,D
37047,20130830:0900,3.9,24,-1.7,24,-,-,-,-,-,D
37047,20130831:0900,9.5,24,-3.3,24,-,-,-,-,-,D
37047,20130901:0900,10.9,24,-3.6,24,-,-,-,-,-,D
37047,20130902:0900,9.5,24,-3.3,24,-,-,-,-,-,D
37047,20130903:0900,12.5,24,-1.2,24,-,-,-,-,-,D
37047,20130904:0900,11.0,24,-0.9,24,-,-,-,-,-,D
37047,20130905:0900,0.3,24,-1.7,24,-,-,-,-,-,D
37047,20130906:0900,5.0,24,-2.8,24,-,-,-,-,-,D
37047,20130907:0900,7.3,24,1.1,24,-,-,-,-,-,D
37047,20130908:0900,7.4,24,-0.8,24,-,-,-,-,-,D
37047,20130909:0900,5.1,24,-1.0,24,-,-,-,-,-,D
37047,20130910:0900,4.3,24,0.8,24,-,-,-,-,-,D
37047,20130911:0900,9.8,24,2.3,24,-,-,-,-,-,D
37047,20130912:0900,5.9,24,-1.9,24,-,-,-,-,-,D
37047,20130913:0900,2.2,24,-2.4,24,-,-,-,-,-,D
37047,20130914:0900,2.8,24,-2.8,24,-,-,-,-,-,D
37047,20130915:0900,4.7,24,-2.7,24,-,-,-,-,-,D
37047,20130916:0900,4.3,24,-3.1,24,-,-,-,-,-,D
37047,20130917:0900,7.6,24,-2.8,24,-,-,-,-,-,D
37047,20130918:0900,7.1,24,-3.8,24,-,-,-,-,-,D
37047,20130919:0900,9.9,24,1.4,24,-,-,-,-,-,D
37047,20130920:0900,7.8,24,3.1,24,-,-,-,-,-,D
37047,20130921:0900,8.2,24,5.1,24,-,-,-,-,-,D
37047,20130922:0900,11.8,24,0.0,24,-,-,-,-,-,D
37047,20130923:0900,12.1,24,4.0,24,-,-,-,-,-,D
37047,20130924:0900,10.1,24,2.6,24,-,-,-,-,-,D
37047,20130925:0900,11.5,24,1.2,24,-,-,-,-,-,D
37047,20130926:0900,12.1,24,0.6,24,-,-,-,-,-,D
37047,20130927:0900,12.0,24,1.4,24,-,-,-,-,-,D
37047,20130928:0900,11.6,24,3.5,24,-,-,-,-,-,D
37047,20130929:0800,10.2,24,1.1,24,-,-,-,-,-,D
37047,20130930:0800,6.9,24,0.0,24,-,-,-,-,-,D
37047,20131001:0800,12.5,24,1.8,24,-,-,-,-,-,D
37047,20131002:0800,12.0,24,7.2,24,-,-,-,-,-,D
37047,20131003:0800,9.1,24,0.3,24,-,-,-,-,-,D
37047,20131004:0800,13.6,24,4.9,24,-,-,-,-,-,D
37047,20131005:0800,11.6,24,6.1,24,-,-,-,-,-,D
37047,20131006:0800,15.9,24,5.5,24,-,-,-,-,-,D
37047,20131007:0800,11.5,24,1.0,24,-,-,-,-,-,D
37047,20131008:0800,7.5,24,-3.2,24,-,-,-,-,-,D
37047,20131009:0800,6.5,24,-1.3,24,-,-,-,-,-,D
37047,20131010:0800,8.2,24,-0.7,24,-,-,-,-,-,D
37047,20131011:0800,8.2,24,-1.5,24,-,-,-,-,-,D
37047,20131012:0800,8.8,24,-0.8,24,-,-,-,-,-,D
37047,20131013:0800,8.4,24,0.3,24,-,-,-,-,-,D
37047,20131014:0800,9.3,24,6.1,24,-,-,-,-,-,D
37047,20131015:0800,10.6,24,-1.0,24,-,-,-,-,-,D
37047,20131016:0800,3.6,24,-2.3,24,-,-,-,-,-,D
37047,20131017:0800,6.7,24,1.1,24,-,-,-,-,-,D
37047,20131018:0800,12.5,24,5.6,24,-,-,-,-,-,D
37047,20131019:0800,5.8,24,0.4,24,-,-,-,-,-,D
37047,20131020:0800,9.1,24,3.7,24,-,-,-,-,-,D
37047,20131021:0800,11.6,24,5.5,24,-,-,-,-,-,D
37047,20131022:0800,9.7,24,4.2,24,-,-,-,-,-,D
37047,20131023:0800,10.0,24,-1.8,24,-,-,-,-,-,D
37047,20131024:0800,10.4,24,1.6,24,-,-,-,-,-,D
37047,20131025:0800,14.3,24,1.8,24,-,-,-,-,-,D
37047,20131026:0800,6.4,24,0.5,24,-,-,-,-,-,D
37047,20131027:0800,4.6,24,-2.2,24,-,-,-,-,-,D
37047,20131028:0800,0.4,24,-4.9,24,-,-,-,-,-,D
37047,20131116:0800,14.8,24,7.4,24,-,-,-,-,-,D
37047,20131117:0800,13.5,24,3.1,24,-,-,-,-,-,D
37047,20131118:0800,15.2,24,3.2,24,-,-,-,-,-,D
37047,20131119:0800,16.9,24,4.2,24,-,-,-,-,-,D
37047,20131120:0800,20.6,24,6.5,24,-,-,-,-,-,D
37047,20131121:0800,16.5,24,8.5,24,-,-,-,-,-,D
37047,20131122:0800,15.5,24,4.9,24,-,-,-,-,-,D
37047,20131123:0800,15.4,24,3.9,24,-,-,-,-,-,D
37047,20131124:0800,19.0,24,7.7,24,-,-,-,-,-,D
37047,20131125:0800,13.5,24,4.1,24,-,-,-,-,-,D
37047,20131126:0800,5.5,24,1.5,24,-,-,-,-,-,D
37047,20131127:0800,8.3,24,2.6,24,-,-,-,-,-,D
37047,20131128:0800,14.6,24,3.6,24,-,-,-,-,-,D
37047,20131129:0800,17.1,24,3.2,24,-,-,-,-,-,D
37047,20131130:0800,9.2,24,-0.4,24,-,-,-,-,-,D
37047,20131201:0800,6.7,24,-0.7,24,-,-,-,-,-,D
37047,20131202:0800,10.4,24,-0.9,24,-,-,-,-,-,D
37047,20131203:0800,17.2,24,1.4,24,-,-,-,-,-,D
37047,20131204:0800,17.9,24,3.0,24,-,-,-,-,-,D
37047,20131205:0800,21.8,24,6.5,24,-,-,-,-,-,D
37047,20131206:0800,21.4,24,9.0,24,-,-,-,-,-,D
37047,20131207:0800,16.3,24,6.3,24,-,-,-,-,-,D
37047,20131208:0800,12.7,24,4.1,24,-,-,-,-,-,D
37047,20131209:0800,7.3,24,1.1,24,-,-,-,-,-,D
37047,20131210:0800,13.2,24,4.4,24,-,-,-,-,-,D
37047,20131211:0800,14.6,24,5.5,24,-,-,-,-,-,D
37047,20131212:0800,13.9,24,7.1,24,-,-,-,-,-,D
37047,20131213:0800,10.7,24,4.7,24,-,-,-,-,-,D
37047,20131214:0800,13.3,24,6.4,24,-,-,-,-,-,D
37047,20131215:0800,12.7,24,3.8,24,-,-,-,-,-,D
37047,20131216:0800,13.5,24,3.1,24,-,-,-,-,-,D
37047,20131217:0800,10.6,24,-0.2,24,-,-,-,-,-,D
37047,20131218:0800,10.1,24,3.3,24,-,-,-,-,-,D
37047,20131219:0800,11.5,24,0.3,24,-,-,-,-,-,D
37047,20131220:0800,11.2,24,4.4,24,-,-,-,-,-,D
37047,20131221:0800,15.4,24,4.9,24,-,-,-,-,-,D
37047,20131222:0800,10.0,24,-1.7,24,-,-,-,-,-,D
37047,20131223:0800,9.7,24,-1.2,24,-,-,-,-,-,D
37047,20131224:0800,9.7,24,4.8,24,-,-,-,-,-,D
37047,20131225:0800,13.9,24,5.1,24,-,-,-,-,-,D
37047,20131226:0800,9.5,24,5.1,24,-,-,-,-,-,D
37047,20131227:0800,10.8,24,5.0,24,-,-,-,-,-,D
37047,20131228:0800,18.6,24,6.5,24,-,-,-,-,-,D
37047,20131229:0800,19.1,24,7.0,24,-,-,-,-,-,D
37047,20131230:0800,18.7,24,8.8,24,-,-,-,-,-,D
37047,20131231:0800,11.4,24,1.2,24,-,-,-,-,-,D
37047,20140101:0800,8.9,24,3.4,24,-,-,-,-,-,D
37047,20140102:0800,10.6,24,3.0,24,-,-,-,-,-,D
37047,20140103:0800,9.6,24,4.4,24,-,-,-,-,-,D
37047,20140104:0800,9.5,24,2.3,24,-,-,-,-,-,D
37047,20140105:0800,10.9,24,3.1,24,-,-,-,-,-,D
37047,20140106:0800,8.0,24,2.1,24,-,-,-,-,-,D
37047,20140107:0800,10.2,24,5.8,24,-,-,-,-,-,D
37047,20140108:0800,9.6,24,3.7,24,-,-,-,-,-,D
37047,20140109:0800,6.6,24,1.1,24,-,-,-,-,-,D
37047,20140110:0800,9.3,24,2.6,24,-,-,-,-,-,D
37047,20140111:0800,14.5,24,1.6,24,-,-,-,-,-,D
37047,20140112:0800,17.6,24,5.8,24,-,-,-,-,-,D
37047,20140113:0800,10.0,24,0.2,24,-,-,-,-,-,D
37047,20140114:0800,6.1,24,0.3,24,-,-,-,-,-,D
37047,20140115:0800,10.7,24,0.8,24,-,-,-,-,-,D
37047,20140116:0800,15.2,24,9.6,24,-,-,-,-,-,D
37047,20140117:0800,15.3,24,0.9,24,-,-,-,-,-,D
37047,20140118:0800,10.4,24,-1.9,24,-,-,-,-,-,D
37047,20140119:0800,18.4,24,4.5,24,-,-,-,-,-,D
37047,20140120:0800,14.3,24,0.3,24,-,-,-,-,-,D
37047,20140121:0800,14.8,24,0.9,24,-,-,-,-,-,D
37047,20140122:0800,15.3,24,2.2,24,-,-,-,-,-,D
37047,20140123:0800,9.8,24,0.7,24,-,-,-,-,-,D
37047,20140124:0800,7.6,24,0.1,24,-,-,-,-,-,D
37047,20140125:0800,12.0,24,2.9,24,-,-,-,-,-,D
37047,20140126:0800,15.4,24,5.8,24,-,-,-,-,-,D
37047,20140127:0800,7.3,24,-0.7,24,-,-,-,-,-,D
37047,20140128:0800,15.1,24,2.0,24,-,-,-,-,-,D
37047,20140129:0800,16.1,24,4.8,24,-,-,-,-,-,D
37047,20140130:0800,13.4,24,7.7,24,-,-,-,-,-,D
37047,20140131:0800,11.0,24,5.9,24,-,-,-,-,-,D
37047,20140201:0800,17.4,24,6.0,24,-,-,-,-,-,D
37047,20140202:0800,14.2,24,3.4,24,-,-,-,-,-,D
37047,20140203:0800,19.1,24,5.2,24,-,-,-,-,-,D
37047,20140204:0800,20.7,24,5.9,24,-,-,-,-,-,D
37047,20140205:0800,15.0,24,2.4,24,-,-,-,-,-,D
37047,20140206:0800,10.0,24,0.9,24,-,-,-,-,-,D
37047,20140207:0800,17.3,24,5.5,24,-,-,-,-,-,D
37047,20140208:0800,19.6,24,5.9,24,-,-,-,-,-,D
37047,20140209:0800,15.3,24,4.2,24,-,-,-,-,-,D
37047,20140210:0800,17.1,24,4.1,24,-,-,-,-,-,D
37047,20140211:0800,21.0,24,8.4,24,-,-,-,-,-,D
37047,20140212:0800,16.1,24,4.4,24,-,-,-,-,-,D
37047,20140213:0800,10.0,24,5.1,24,-,-,-,-,-,D
37047,20140214:0800,11.7,24,5.4,24,-,-,-,-,-,D
37047,20140215:0800,15.3,24,4.8,24,-,-,-,-,-,D
37047,20140216:0800,15.4,24,6.9,24,-,-,-,-,-,D
37047,20140217:0800,19.9,24,10.4,24,-,-,-,-,-,D
37047,20140218:0800,14.2,24,10.7,24,-,-,-,-,-,D
37047,20140219:0800,18.2,24,8.1,24,-,-,-,-,-,D
37047,20140220:0800,21.7,24,10.6,24,-,-,-,-,-,D
37047,20140221:0800,21.2,24,11.6,24,-,-,-,-,-,D
37047,20140222:0800,15.9,24,8.6,24,-,-,-,-,-,D
37047,20140223:0800,10.8,24,-0.7,24,-,-,-,-,-,D
37047,20140224:0800,5.6,24,-1.0,24,-,-,-,-,-,D
37047,20140225:0800,11.3,24,-1.3,24,-,-,-,-,-,D
37047,20140226:0800,11.1,24,-0.9,24,-,-,-,-,-,D
37047,20140227:0800,15.6,24,3.7,24,-,-,-,-,-,D
37047,20140228:0800,11.6,24,1.6,24,-,-,-,-,-,D
37047,20140301:0800,7.7,24,-2.8,24,-,-,-,-,-,D
37047,20140302:0800,8.8,24,-0.6,24,-,-,-,-,-,D
37047,20140303:0800,8.3,24,-1.3,24,-,-,-,-,-,D
37047,20140304:0800,5.8,24,-0.4,24,-,-,-,-,-,D
37047,20140305:0800,5.8,24,1.3,24,-,-,-,-,-,D
37047,20140306:0800,13.2,24,3.2,24,-,-,-,-,-,D
37047,20140307:0800,15.3,24,3.6,24,-,-,-,-,-,D
37047,20140308:0800,13.4,24,5.3,24,-,-,-,-,-,D
37047,20140309:0800,14.0,24,1.5,24,-,-,-,-,-,D
37047,20140310:0800,15.0,24,3.6,24,-,-,-,-,-,D
37047,20140311:0800,15.1,24,1.4,24,-,-,-,-,-,D
37047,20140312:0800,16.3,24,3.1,24,-,-,-,-,-,D
37047,20140313:0800,16.3,24,4.8,24,-,-,-,-,-,D
37047,20140314:0800,12.7,24,0.9,24,-,-,-,-,-,D
37047,20140315:0800,16.2,24,2.9,24,-,-,-,-,-,D
37047,20140316:0800,17.7,24,4.9,24,-,-,-,-,-,D
37047,20140317:0800,14.0,24,5.2,24,-,-,-,-,-,D
37047,20140318:0800,15.3,24,2.5,24,-,-,-,-,-,D
37047,20140319:0800,13.8,24,3.8,24,-,-,-,-,-,D
37047,20140320:0800,12.7,24,4.5,24,-,-,-,-,-,D
37047,20140321:0800,10.3,24,0.4,24,-,-,-,-,-,D
37047,20140322:0800,14.9,24,2.5,24,-,-,-,-,-,D
37047,20140323:0800,14.7,24,0.6,24,-,-,-,-,-,D
37047,20140324:0800,15.1,24,3.1,24,-,-,-,-,-,D
37047,20140325:0800,14.0,24,3.0,24,-,-,-,-,-,D
37047,20140326:0800,5.8,24,-1.9,24,-,-,-,-,-,D
37047,20140327:0800,12.3,24,-0.3,24,-,-,-,-,-,D
37047,20140328:0800,18.3,24,3.4,24,-,-,-,-,-,D
37047,20140329:0800,17.6,24,5.6,24,-,-,-,-,-,D
37047,20140330:0800,12.0,24,6.9,24,-,-,-,-,-,D
37047,20140331:0800,14.2,24,8.3,24,-,-,-,-,-,D
37047,20140401:0800,12.8,24,7.8,24,-,-,-,-,-,D
37047,20140402:0800,15.8,24,9.2,24,-,-,-,-,-,D
37047,20140403:0800,17.2,24,7.2,24,-,-,-,-,-,D
37047,20140404:0800,18.1,24,9.0,24,-,-,-,-,-,D
37047,20140405:0800,14.9,24,4.3,24,-,-,-,-,-,D
37047,20140406:0900,9.3,24,4.7,24,-,-,-,-,-,D
37047,20140407:0900,9.2,24,5.2,24,-,-,-,-,-,D
37047,20140408:0900,7.8,24,1.3,24,-,-,-,-,-,D
37047,20140409:0900,9.9,24,0.9,24,-,-,-,-,-,D
37047,20140410:0900,11.6,24,0.4,24,-,-,-,-,-,D
37047,20140411:0900,12.9,24,1.2,24,-,-,-,-,-,D
37047,20140412:0900,15.6,24,3.0,24,-,-,-,-,-,D
37047,20140413:0900,3.1,24,-0.2,24,-,-,-,-,-,D
37047,20140414:0900,6.9,24,1.1,24,-,-,-,-,-,D
37047,20140415:0900,13.2,24,5.4,24,-,-,-,-,-,D
37047,20140416:0900,13.5,24,4.4,24,-,-,-,-,-,D
37047,20140417:0900,4.6,24,-0.8,24,-,-,-,-,-,D
37047,20140418:0900,5.5,24,-0.3,24,-,-,-,-,-,D
37047,20140419:0900,10.5,24,4.9,24,-,-,-,-,-,D
