Station,Date(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
37047,20141125:0800,16.8,24,4.4,24,-,-,-,-,-,D
37047,20141126:0800,12.7,24,3.4,24,-,-,-,-,-,D
37047,20141127:0800,6.0,24,1.3,24,-,-,-,-,-,D
37047,20141128:0800,5.8,24,-2.8,24,-,-,-,-,-,D
37047,20141129:0800,7.0,24,-1.1,24,-,-,-,-,-,D
37047,20141130:0800,5.1,24,-1.7,24,-,-,-,-,-,D
37047,20141201:0800,5.7,24,-1.6,24,-,-,-,-,-,D
37047,20141202:0800,5.3,24,-3.4,24,-,-,-,-,-,D
37047,20141203:0800,13.8,24,1.2,24,-,-,-,-,-,D
37047,20141204:0800,11.6,24,5.9,24,-,-,-,-,-,D
37047,20141205:0800,13.3,24,2.4,24,-,-,-,-,-,D
37047,20141206:0800,15.9,24,4.1,24,-,-,-,-,-,D
37047,20141207:0800,14.3,24,7.4,24,-,-,-,-,-,D
37047,20141208:0800,14.5,24,2.9,24,-,-,-,-,-,D
37047,20141209:0800,16.3,24,10.1,24,-,-,-,-,-,D
37047,20141210:0800,15.6,24,2.4,24,-,-,-,-,-,D
37047,20141211:0800,3.8,24,1.7,24,-,-,-,-,-,D
37047,20141212:0800,9.9,24,2.9,24,-,-,-,-,-,D
37047,20141213:0800,11.7,24,-1.2,24,-,-,-,-,-,D
37047,20141214:0800,9.0,24,-2.2,24,-,-,-,-,-,D
37047,20141215:0800,15.5,24,3.1,24,-,-,-,-,-,D
37047,20141216:0800,18.8,24,2.4,24,-,-,-,-,-,D
37047,20141217:0800,21.0,24,5.1,24,-,-,-,-,-,D
37047,20141218:0800,21.0,24,8.1,24,-,-,-,-,-,D
37047,20141219:0800,15.3,24,9.2,24,-,-,-,-,-,D
37047,20141220:0800,17.2,24,9.4,24,-,-,-,-,-,D
37047,20141221:0800,12.8,24,6.0,24,-,-,-,-,-,D
37047,20141222:0800,12.4,24,3.8,24,-,-,-,-,-,D
37047,20141223:0800,14.3,24,6.0,24,-,-,-,-,-,D
37047,20141224:0800,18.7,24,6.1,24,-,-,-,-,-,D
37047,20141225:0800,19.4,24,7.3,24,-,-,-,-,-,D
37047,20141226:0800,18.3,24,11.2,24,-,-,-,-,-,D
37047,20141227:0800,19.3,24,9.4,24,-,-,-,-,-,D
37047,20141228:0800,13.2,24,5.1,24,-,-,-,-,-,D
37047,20141229:0800,17.1,24,5.0,24,-,-,-,-,-,D
37047,20141230:0800,21.3,24,9.4,24,-,-,-,-,-,D
37047,20141231:0800,17.0,24,10.1,24,-,-,-,-,-,D
37047,20150101:0800,12.7,24,-0.3,24,-,-,-,-,-,D
37047,20150102:0800,10.5,24,5.2,24,-,-,-,-,-,D
37047,20150103:0800,15.3,24,-0.5,24,-,-,-,-,-,D
37047,20150104:0800,18.1,24,7.3,24,-,-,-,-,-,D
37047,20150105:0800,18.1,24,9.1,24,-,-,-,-,-,D
37047,20150106:0800,18.0,24,2.4,24,-,-,-,-,-,D
37047,20150107:0800,17.1,24,1.1,24,-,-,-,-,-,D
37047,20150108:0800,14.4,24,-0.5,24,-,-,-,-,-,D
37047,20150109:0800,17.7,24,2.7,24,-,-,-,-,-,D
37047,20150110:0800,17.6,24,5.1,24,-,-,-,-,-,D
37047,20150111:0800,13.8,24,8.4,24,-,-,-,-,-,D
37047,20150112:0800,14.6,24,5.3,24,-,-,-,-,-,D
37047,20150113:0800,16.0,24,3.4,24,-,-,-,-,-,D
37047,20150114:0800,17.0,24,6.7,24,-,-,-,-,-,D
37047,20150115:0800,14.3,24,4.8,24,-,-,-,-,-,D
37047,20150116:0800,18.4,24,9.7,24,-,-,-,-,-,D
37047,20150117:0800,15.4,24,7.2,24,-,-,-,-,-,D
37047,20150118:0800,14.3,24,4.1,24,-,-,-,-,-,D
37047,20150119:0800,8.8,24,3.5,24,-,-,-,-,-,D
37047,20150120:0800,6.2,24,0.0,24,-,-,-,-,-,D
37047,20150121:0800,10.2,24,2.7,24,-,-,-,-,-,D
37047,20150122:0800,11.2,24,0.7,24,-,-,-,-,-,D
37047,20150123:0800,19.1,24,3.3,24,-,-,-,-,-,D
37047,20150124:0800,20.6,24,4.5,24,-,-,-,-,-,D
37047,20150125:0800,20.1,24,7.2,24,-,-,-,-,-,D
37047,20150126:0800,23.6,24,11.3,24,-,-,-,-,-,D
37047,20150127:0800,16.7,24,9.5,24,-,-,-,-,-,D
37047,20150128:0800,10.4,24,8.1,24,-,-,-,-,-,D
37047,20150129:0800,19.4,24,8.4,24,-,-,-,-,-,D
37047,20150130:0800,21.7,24,11.5,24,-,-,-,-,-,D
37047,20150131:0800,16.2,24,11.0,24,-,-,-,-,-,D
37047,20150201:0800,17.1,24,9.4,24,-,-,-,-,-,D
37047,20150202:0800,14.4,24,9.7,24,-,-,-,-,-,D
37047,20150203:0800,13.6,24,4.8,24,-,-,-,-,-,D
37047,20150204:0800,10.7,24,4.0,24,-,-,-,-,-,D
37047,20150205:0800,5.0,24,-0.9,24,-,-,-,-,-,D
37047,20150206:0800,4.0,24,-1.3,24,-,-,-,-,-,D
37047,20150207:0800,7.4,24,0.4,24,-,-,-,-,-,D
37047,20150208:0800,19.7,24,6.3,24,-,-,-,-,-,D
37047,20150209:0800,18.5,24,4.7,24,-,-,-,-,-,D
37047,20150210:0800,10.1,24,-0.9,24,-,-,-,-,-,D
37047,20150211:0800,15.8,24,3.2,24,-,-,-,-,-,D
37047,20150212:0800,17.9,24,5.0,24,-,-,-,-,-,D
37047,20150213:0800,15.4,24,5.8,24,-,-,-,-,-,D
37047,20150214:0800,8.1,24,1.2,24,-,-,-,-,-,D
37047,20150215:0800,9.6,24,2.1,24,-,-,-,-,-,D
37047,20150216:0800,15.2,24,4.3,24,-,-,-,-,-,D
37047,20150217:0800,16.7,24,4.8,24,-,-,-,-,-,D
37047,20150218:0800,15.4,24,6.8,24,-,-,-,-,-,D
37047,20150219:0800,15.7,24,10.0,24,-,-,-,-,-,D
37047,20150220:0800,16.5,24,8.5,24,-,-,-,-,-,D
37047,20150221:0800,20.3,24,8.8,24,-,-,-,-,-,D
37047,20150222:0800,13.7,24,4.2,24,-,-,-,-,-,D
37047,20150223:0800,17.3,24,7.5,24,-,-,-,-,-,D
37047,20150224:0800,20.1,24,8.8,24,-,-,-,-,-,D
37047,20150225:0800,15.8,24,5.6,24,-,-,-,-,-,D
37047,20150226:0800,9.5,24,-1.2,24,-,-,-,-,-,D
37047,20150227:0800,16.7,24,1.9,24,-,-,-,-,-,D
37047,20150228:0800,14.7,24,6.3,24,-,-,-,-,-,D
37047,20150301:0800,16.4,24,7.6,24,-,-,-,-,-,D
37047,20150302:0800,15.6,24,11.7,24,-,-,-,-,-,D
37047,20150303:0800,13.5,24,6.0,24,-,-,-,-,-,D
37047,20150304:0800,15.7,24,1.8,24,-,-,-,-,-,D
37047,20150305:0800,17.2,24,6.0,24,-,-,-,-,-,D
37047,20150306:0800,15.7,24,6.7,24,-,-,-,-,-,D
37047,20150307:0800,11.1,24,3.7,24,-,-,-,-,-,D
37047,20150308:0800,12.1,24,1.4,24,-,-,-,-,-,D
37047,20150309:0800,12.2,24,3.4,24,-,-,-,-,-,D
37047,20150310:0800,13.2,24,3.8,24,-,-,-,-,-,D
37047,20150311:0800,15.6,24,5.1,24,-,-,-,-,-,D
37047,20150312:0800,16.2,24,5.5,24,-,-,-,-,-,D
37047,20150313:0800,16.9,24,7.7,24,-,-,-,-,-,D
37047,20150314:0800,14.5,24,0.1,24,-,-,-,-,-,D
37047,20150315:0800,14.6,24,2.4,24,-,-,-,-,-,D
37047,20150316:0800,13.9,24,1.7,24,-,-,-,-,-,D
37047,20150317:0800,3.1,24,-1.4,24,-,-,-,-,-,D
37047,20150318:0800,5.7,24,1.0,24,-,-,-,-,-,D
37047,20150319:0800,6.4,24,-1.4,24,-,-,-,-,-,D
37047,20150320:0800,9.7,24,0.1,24,-,-,-,-,-,D
37047,20150321:0800,15.2,24,4.1,24,-,-,-,-,-,D
37047,20150322:0800,14.7,24,2.9,24,-,-,-,-,-,D
37047,20150323:0800,7.4,24,2.7,24,-,-,-,-,-,D
37047,20150324:0800,15.4,24,3.0,24,-,-,-,-,-,D
37047,20150325:0800,14.0,24,7.8,24,-,-,-,-,-,D
37047,20150326:0800,12.0,24,7.8,24,-,-,-,-,-,D
37047,20150327:0800,15.1,24,4.7,24,-,-,-,-,-,D
37047,20150328:0800,16.1,24,5.5,24,-,-,-,-,-,D
37047,20150329:0800,13.3,24,5.4,24,-,-,-,-,-,D
37047,20150330:0800,10.6,24,2.8,24,-,-,-,-,-,D
37047,20150331:0800,12.0,24,0.1,24,-,-,-,-,-,D
37047,20150401:0800,12.0,24,2.2,24,-,-,-,-,-,D
37047,20150402:0800,14.2,24,4.4,24,-,-,-,-,-,D
37047,20150403:0800,12.4,24,7.9,24,-,-,-,-,-,D
37047,20150404:0800,14.1,24,5.7,24,-,-,-,-,-,D
37047,20150405:0900,13.4,24,4.0,24,-,-,-,-,-,D
37047,20150406:0900,10.0,24,3.9,24,-,-,-,-,-,D
37047,20150407:0900,14.7,24,8.3,24,-,-,-,-,-,D
37047,20150408:0900,15.7,24,4.9,24,-,-,-,-,-,D
37047,20150409:0900,15.4,24,2.0,24,-,-,-,-,-,D
37047,20150410:0900,13.7,24,3.4,24,-,-,-,-,-,D
37047,20150411:0900,9.0,24,-1.8,24,-,-,-,-,-,D
37047,20150412:0900,8.2,24,-0.9,24,-,-,-,-,-,D
37047,20150413:0900,3.7,24,-3.5,24,-,-,-,-,-,D
37047,20150414:0900,-2.2,24,-4.1,24,-,-,-,-,-,D
37047,20150415:0900,0.8,24,-2.6,24,-,-,-,-,-,D
37047,20150416:0900,3.7,24,-3.6,24,-,-,-,-,-,D
37047,20150417:0900,9.1,24,-3.0,24,-,-,-,-,-,D
37047,20150418:0900,8.3,24,-1.3,24,-,-,-,-,-,D
37047,20150419:0900,9.7,24,-0.7,24,-,-,-,-,-,D
37047,20150420:0900,12.2,24,5.4,24,-,-,-,-,-,D
37047,20150421:0900,6.5,24,3.5,24,-,-,-,-,-,D
37047,20150422:0900,6.3,24,1.0,24,-,-,-,-,-,D
37047,20150423:0900,10.7,24,1.0,24,-,-,-,-,-,D
37047,20150424:0900,12.1,24,2.6,24,-,-,-,-,-,D
37047,20150425:0900,14.6,24,9.0,24,-,-,-,-,-,D
37047,20150426:0900,14.4,24,9.6,24,-,-,-,-,-,D
37047,20150427:0900,13.3,24,3.5,24,-,-,-,-,-,D
37047,20150428:0900,6.7,24,-1.4,24,-,-,-,-,-,D
37047,20150429:0900,4.3,24,-1.9,24,-,-,-,-,-,D
37047,20150430:0900,7.2,24,-2.5,24,-,-,-,-,-,D
37047,20150501:0900,5.0,24,-2.2,24,-,-,-,-,-,D
37047,20150502:0900,7.8,24,-2.5,24,-,-,-,-,-,D
37047,20150503:0900,8.3,24,-1.9,24,-,-,-,-,-,D
37047,20150504:0900,10.3,24,2.2,24,-,-,-,-,-,D
37047,20150505:0900,10.0,24,5.3,24,-,-,-,-,-,D
37047,20150506:0900,14.3,24,9.6,24,-,-,-,-,-,D
37047,20150507:0900,12.0,24,5.1,24,-,-,-,-,-,D
37047,20150508:0900,7.0,24,0.6,24,-,-,-,-,-,D
37047,20150509:0900,6.0,24,0.3,24,-,-,-,-,-,D
37047,20150510:0900,7.1,24,1.5,24,-,-,-,-,-,D
37047,20150511:0900,8.4,24,2.4,24,-,-,-,-,-,D
37047,20150512:0900,6.8,24,1.1,24,-,-,-,-,-,D
37047,20150513:0900,4.1,24,-1.2,24,-,-,-,-,-,D
37047,20150514:0900,4.6,24,-0.8,24,-,-,-,-,-,D
37047,20150515:0900,1.2,24,-1.1,24,-,-,-,-,-,D
37047,20150516:0900,3.2,24,-0.6,24,-,-,-,-,-,D
37047,20150517:0900,6.0,24,-2.1,24,-,-,-,-,-,D
37047,20150518:0900,6.8,24,1.6,24,-,-,-,-,-,D
37047,20150519:0900,6.4,24,-3.1,24,-,-,-,-,-,D
37047,20150520:0900,4.2,24,-3.0,24,-,-,-,-,-,D
37047,20150521:0900,7.2,24,4.2,24,-,-,-,-,-,D
37047,20150522:0900,5.9,24,-4.5,24,-,-,-,-,-,D
37047,20150523:0900,2.3,24,-4.1,24,-,-,-,-,-,D
37047,20150524:0900,3.7,24,-2.2,24,-,-,-,-,-,D
37047,20150525:0900,2.6,24,-4.0,24,-,-,-,-,-,D
37047,20150526:0900,-1.3,24,-4.6,24,-,-,-,-,-,D
37047,20150527:0900,0.6,24,-2.7,24,-,-,-,-,-,D
37047,20150528:0900,0.9,24,-5.8,24,-,-,-,-,-,D
37047,20150529:0900,0.8,24,-5.3,24,-,-,-,-,-,D
37047,20150530:0900,4.4,24,0.0,24,-,-,-,-,-,D
37047,20150531:0900,4.8,24,-2.1,24,-,-,-,-,-,D
37047,20150601:0900,6.4,24,2.1,24,-,-,-,-,-,D
37047,20150602:0900,8.2,24,2.5,24,-,-,-,-,-,D
37047,20150603:0900,5.6,24,1.8,24,-,-,-,-,-,D
37047,20150604:0900,2.7,24,-2.3,24,-,-,-,-,-,D
37047,20150605:0900,0.2,24,-2.3,24,-,-,-,-,-,D
37047,20150606:0900,-0.8,24,-6.0,24,-,-,-,-,-,D
37047,20150607:0900,1.7,24,-5.1,24,-,-,-,-,-,D
37047,20150608:0900,6.5,24,-2.7,24,-,-,-,-,-,D
37047,20150609:0900,7.9,24,4.9,24,-,-,-,-,-,D
37047,20150610:0900,7.9,24,-0.7,24,-,-,-,-,-,D
37047,20150611:0900,1.0,24,-4.8,24,-,-,-,-,-,D
37047,20150612:0900,3.9,24,-4.8,24,-,-,-,-,-,D
37047,20150613:0900,2.5,24,-1.2,24,-,-,-,-,-,D
37047,20150614:0900,4.6,24,0.3,24,-,-,-,-,-,D
37047,20150615:0900,4.6,24,-3.9,24,-,-,-,-,-,D
37047,20150616:0900,0.3,24,-4.7,24,-,-,-,-,-,D
37047,20150617:0900,1.2,24,-5.1,24,-,-,-,-,-,D
37047,20150618:0900,4.5,24,-1.0,24,-,-,-,-,-,D
37047,20150619:0900,-1.0,24,-2.7,24,-,-,-,-,-,D
37047,20150620:0900,-0.4,24,-3.8,24,-,-,-,-,-,D
37047,20150621:0900,0.1,24,-6.4,24,-,-,-,-,-,D
37047,20150622:0900,-0.5,24,-4.5,24,-,-,-,-,-,D
37047,20150623:0900,-3.6,24,-9.6,24,-,-,-,-,-,D
37047,20150624:0900,-6.1,24,-9.7,24,-,-,-,-,-,D
37047,20150625:0900,-4.8,24,-9.5,24,-,-,-,-,-,D
37047,20150626:0900,3.1,24,-8.9,24,-,-,-,-,-,D
37047,20150627:0900,3.0,24,-5.9,24,-,-,-,-,-,D
37047,20150628:0900,1.7,24,-5.4,24,-,-,-,-,-,D
37047,20150629:0900,3.5,24,-0.9,24,-,-,-,-,-,D
37047,20150630:0900,3.8,24,-2.0,24,-,-,-,-,-,D
37047,20150701:0900,3.8,24,-3.8,24,-,-,-,-,-,D
37047,20150702:0900,2.1,24,-3.8,24,-,-,-,-,-,D
37047,20150703:0900,4.6,24,-1.1,24,-,-,-,-,-,D
37047,20150704:0900,-0.2,24,-4.2,24,-,-,-,-,-,D
37047,20150705:0900,3.9,24,-1.1,24,-,-,-,-,-,D
37047,20150706:0900,0.0,24,-5.1,24,-,-,-,-,-,D
37047,20150707:0900,-2.0,24,-11.6,24,-,-,-,-,-,D
37047,20150708:0900,-3.1,24,-11.4,24,-,-,-,-,-,D
37047,20150709:0900,-1.1,24,-3.2,24,-,-,-,-,-,D
37047,20150710:0900,-1.2,24,-8.3,24,-,-,-,-,-,D
37047,20150711:0900,-4.7,24,-11.1,24,-,-,-,-,-,D
37047,20150712:0900,-4.3,24,-11.4,24,-,-,-,-,-,D
37047,20150713:0900,-1.9,24,-10.1,24,-,-,-,-,-,D
37047,20150714:0900,0.3,24,-8.2,24,-,-,-,-,-,D
37047,20150715:0900,5.7,24,-1.2,24,-,-,-,-,-,D
37047,20150716:0900,5.7,24,-1.2,24,-,-,-,-,-,D
37047,20150717:0900,2.6,24,-3.7,24,-,-,-,-,-,D
37047,20150718:0900,1.9,24,-2.0,24,-,-,-,-,-,D
37047,20150719:0900,-1.1,24,-7.5,24,-,-,-,-,-,D
37047,20150720:0900,0.0,24,-6.1,24,-,-,-,-,-,D
37047,20150721:0900,0.3,24,-6.3,24,-,-,-,-,-,D
37047,20150722:0900,3.8,24,-6.6,24,-,-,-,-,-,D
37047,20150723:0900,4.1,24,-6.5,24,-,-,-,-,-,D
37047,20150724:0900,4.8,24,-2.9,24,-,-,-,-,-,D
37047,20150725:0900,5.5,24,-4.2,24,-,-,-,-,-,D
37047,20150726:0900,7.3,24,1.9,24,-,-,-,-,-,D
37047,20150727:0900,4.8,24,1.2,24,-,-,-,-,-,D
37047,20150728:0900,6.4,24,-2.7,24,-,-,-,-,-,D
37047,20150729:0900,2.5,24,-2.4,24,-,-,-,-,-,D
37047,20150730:0900,-0.7,24,-7.4,24,-,-,-,-,-,D
37047,20150731:0900,3.1,24,-6.7,24,-,-,-,-,-,D
37047,20150801:0900,4.9,24,-0.9,24,-,-,-,-,-,D
37047,20150802:0900,3.3,24,-0.8,24,-,-,-,-,-,D
37047,20150803:0900,4.9,24,-0.3,24,-,-,-,-,-,D
37047,20150804:0900,5.7,24,-0.5,24,-,-,-,-,-,D
37047,20150805:0900,0.9,24,-4.2,24,-,-,-,-,-,D
37047,20150806:0900,2.7,24,-1.9,24,-,-,-,-,-,D
37047,20150807:0900,3.5,24,-4.7,24,-,-,-,-,-,D
37047,20150808:0900,-0.3,24,-7.6,24,-,-,-,-,-,D
37047,20150809:0900,-1.7,24,-4.5,24,-,-,-,-,-,D
37047,20150810:0900,-2.2,24,-11.1,24,-,-,-,-,-,D
37047,20150811:0900,-1.2,24,-11.5,24,-,-,-,-,-,D
37047,20150812:0900,0.5,24,-11.4,24,-,-,-,-,-,D
37047,20150813:0900,1.1,24,-10.2,24,-,-,-,-,-,D
37047,20150814:0900,3.5,24,-0.7,24,-,-,-,-,-,D
37047,20150815:0900,4.3,24,-1.2,24,-,-,-,-,-,D
37047,20150816:0900,3.7,24,-2.9,24,-,-,-,-,-,D
37047,20150817:0900,1.0,24,-6.0,24,-,-,-,-,-,D
37047,20150818:0900,5.1,24,0.1,24,-,-,-,-,-,D
37047,20150819:0900,1.9,24,-3.5,24,-,-,-,-,-,D
37047,20150820:0900,0.8,24,-6.3,24,-,-,-,-,-,D
37047,20150821:0900,2.1,24,-7.5,24,-,-,-,-,-,D
37047,20150822:0900,2.5,24,-6.9,24,-,-,-,-,-,D
37047,20150823:0900,2.9,24,-3.4,24,-,-,-,-,-,D
37047,20150824:0900,5.7,24,0.7,24,-,-,-,-,-,D
37047,20150825:0900,3.9,24,-5.7,24,-,-,-,-,-,D
37047,20150826:0900,1.6,24,-5.5,24,-,-,-,-,-,D
37047,20150827:0900,3.6,24,-6.3,24,-,-,-,-,-,D
37047,20150828:0900,6.8,24,-5.3,24,-,-,-,-,-,D
37047,20150829:0900,4.2,24,-1.8,24,-,-,-,-,-,D
37047,20150830:0900,8.2,24,-0.6,24,-,-,-,-,-,D
37047,20150831:0900,7.3,24,1.5,24,-,-,-,-,-,D
37047,20150901:0900,6.0,24,-3.0,24,-,-,-,-,-,D
37047,20150902:0900,2.9,24,-1.9,24,-,-,-,-,-,D
37047,20150903:0900,4.3,24,-0.8,24,-,-,-,-,-,D
37047,20150904:0900,7.1,24,-2.6,24,-,-,-,-,-,D
37047,20150905:0900,0.3,24,-2.9,24,-,-,-,-,-,D
37047,20150906:0900,2.1,24,-6.1,24,-,-,-,-,-,D
37047,20150907:0900,1.5,24,-5.6,24,-,-,-,-,-,D
37047,20150908:0900,1.7,24,-8.7,24,-,-,-,-,-,D
37047,20150909:0900,4.5,24,-5.6,24,-,-,-,-,-,D
37047,20150910:0900,8.7,24,0.1,24,-,-,-,-,-,D
37047,20150911:0900,4.7,24,-3.6,24,-,-,-,-,-,D
37047,20150912:0900,3.8,24,-3.7,24,-,-,-,-,-,D
37047,20150913:0900,9.3,24,-2.8,24,-,-,-,-,-,D
37047,20150914:0900,7.3,24,-4.3,24,-,-,-,-,-,D
37047,20150915:0900,9.8,24,-0.5,24,-,-,-,-,-,D
37047,20150916:0900,7.6,24,4.3,24,-,-,-,-,-,D
37047,20150917:0900,8.3,24,4.3,24,-,-,-,-,-,D
37047,20150918:0900,8.9,24,1.1,24,-,-,-,-,-,D
37047,20150919:0900,6.0,24,-3.4,24,-,-,-,-,-,D
37047,20150920:0900,0.6,24,-4.1,24,-,-,-,-,-,D
37047,20150921:0900,5.7,24,-5.2,24,-,-,-,-,-,D
37047,20150922:0900,10.1,24,-3.6,24,-,-,-,-,-,D
37047,20150923:0900,11.0,24,0.1,24,-,-,-,-,-,D
37047,20150924:0900,8.7,24,-1.2,24,-,-,-,-,-,D
37047,20150925:0900,10.5,24,-1.9,24,-,-,-,-,-,D
37047,20150926:0900,4.2,24,-1.1,24,-,-,-,-,-,D
37047,20150927:0800,8.6,24,-3.5,24,-,-,-,-,-,D
37047,20150928:0800,10.4,24,-2.6,24,-,-,-,-,-,D
37047,20150929:0800,9.6,24,-1.7,24,-,-,-,-,-,D
37047,20150930:0800,8.7,24,-1.1,24,-,-,-,-,-,D
37047,20151001:0800,10.1,24,3.1,24,-,-,-,-,-,D
37047,20151002:0800,8.2,24,2.1,24,-,-,-,-,-,D
37047,20151003:0800,7.2,24,-1.8,24,-,-,-,-,-,D
37047,20151004:0800,10.3,24,4.0,24,-,-,-,-,-,D
37047,20151005:0800,8.2,24,-3.0,24,-,-,-,-,-,D
37047,20151006:0800,8.7,24,0.2,24,-,-,-,-,-,D
37047,20151007:0800,13.4,24,8.7,24,-,-,-,-,-,D
37047,20151008:0800,12.0,24,-1.4,24,-,-,-,-,-,D
37047,20151009:0800,6.9,24,-1.8,24,-,-,-,-,-,D
37047,20151010:0800,11.1,24,-0.1,24,-,-,-,-,-,D
37047,20151011:0800,9.5,24,3.0,24,-,-,-,-,-,D
37047,20151012:0800,10.4,24,5.3,24,-,-,-,-,-,D
37047,20151013:0800,9.9,24,-0.2,24,-,-,-,-,-,D
37047,20151014:0800,8.8,24,-2.5,24,-,-,-,-,-,D
37047,20151015:0800,10.2,24,-0.1,24,-,-,-,-,-,D
37047,20151016:0800,10.4,24,4.3,24,-,-,-,-,-,D
37047,20151017:0800,9.8,24,2.9,24,-,-,-,-,-,D
37047,20151018:0800,12.4,24,1.5,24,-,-,-,-,-,D
37047,20151019:0800,5.9,24,-1.5,24,-,-,-,-,-,D
37047,20151020:0800,6.9,24,-0.5,24,-,-,-,-,-,D
37047,20151021:0800,10.3,24,4.1,24,-,-,-,-,-,D
37047,20151022:0800,10.2,24,-2.4,24,-,-,-,-,-,D
37047,20151023:0800,6.6,24,-2.2,24,-,-,-,-,-,D
37047,20151024:0800,7.0,24,-3.5,24,-,-,-,-,-,D
37047,20151025:0800,6.8,24,0.7,24,-,-,-,-,-,D
37047,20151026:0800,10.0,24,-0.3,24,-,-,-,-,-,D
37047,20151027:0800,8.4,24,-1.1,24,-,-,-,-,-,D
37047,20151028:0800,6.7,24,-2.2,24,-,-,-,-,-,D
37047,20151029:0800,12.5,24,-1.3,24,-,-,-,-,-,D
37047,20151030:0800,3.7,24,-4.3,24,-,-,-,-,-,D
37047,20151031:0800,8.2,24,-3.5,24,-,-,-,-,-,D
37047,20151101:0800,10.8,24,-1.8,24,-,-,-,-,-,D
37047,20151102:0800,13.2,24,0.1,24,-,-,-,-,-,D
37047,20151103:0800,9.0,24,-0.2,24,-,-,-,-,-,D
37047,20151104:0800,-0.1,24,-2.3,24,-,-,-,-,-,D
37047,20151105:0800,6.0,24,-3.2,24,-,-,-,-,-,D
37047,20151106:0800,12.2,24,-2.2,24,-,-,-,-,-,D
37047,20151107:0800,13.3,24,0.2,24,-,-,-,-,-,D
37047,20151108:0800,10.8,24,4.5,24,-,-,-,-,-,D
37047,20151109:0800,10.5,24,4.7,24,-,-,-,-,-,D
37047,20151110:0800,17.0,24,3.7,24,-,-,-,-,-,D
37047,20151111:0800,12.1,24,-0.8,24,-,-,-,-,-,D
37047,20151112:0800,9.1,24,-1.8,24,-,-,-,-,-,D
37047,20151113:0800,8.0,24,-3.1,24,-,-,-,-,-,D
37047,20151114:0800,12.9,24,2.6,24,-,-,-,-,-,D
37047,20151115:0800,8.3,24,-1.5,24,-,-,-,-,-,D
37047,20151116:0800,7.4,24,-2.5,24,-,-,-,-,-,D
37047,20151117:0800,10.8,24,4.0,24,-,-,-,-,-,D
37047,20151118:0800,10.4,24,-2.6,24,-,-,-,-,-,D
37047,20151119:0800,8.0,24,-2.6,24,-,-,-,-,-,D
37047,20151120:0800,12.0,24,6.0,24,-,-,-,-,-,D
37047,20151121:0800,9.8,24,2.2,24,-,-,-,-,-,D
37047,20151122:0800,10.4,24,0.4,24,-,-,-,-,-,D
37047,20151123:0800,6.5,24,2.1,24,-,-,-,-,-,D
37047,20151124:0800,9.0,24,6.1,24,-,-,-,-,-,D
37047,20151125:0800,11.0,24,7.0,24,-,-,-,-,-,D
37047,20151126:0800,14.1,24,7.4,24,-,-,-,-,-,D
37047,20151127:0800,14.8,24,4.4,24,-,-,-,-,-,D
37047,20151128:0800,7.8,24,0.6,24,-,-,-,-,-,D
37047,20151129:0800,5.4,24,-2.6,24,-,-,-,-,-,D
37047,20151130:0800,10.3,24,-1.2,24,-,-,-,-,-,D
37047,20151201:0800,16.5,24,1.3,24,-,-,-,-,-,D
37047,20151202:0800,20.2,24,10.7,24,-,-,-,-,-,D
37047,20151203:0800,20.2,24,10.8,24,-,-,-,-,-,D
37047,20151204:0800,12.6,24,5.2,24,-,-,-,-,-,D
37047,20151205:0800,11.7,24,5.1,24,-,-,-,-,-,D
37047,20151206:0800,11.2,24,-2.3,24,-,-,-,-,-,D
37047,20151207:0800,9.4,24,-0.1,24,-,-,-,-,-,D
37047,20151208:0800,7.4,24,-0.7,24,-,-,-,-,-,D
37047,20151209:0800,12.7,24,-0.7,24,-,-,-,-,-,D
37047,20151210:0800,16.6,24,6.5,24,-,-,-,-,-,D
37047,20151211:0800,14.5,24,0.1,24,-,-,-,-,-,D
37047,20151212:0800,15.8,24,3.6,24,-,-,-,-,-,D
37047,20151213:0800,14.1,24,-0.1,24,-,-,-,-,-,D
37047,20151214:0800,6.8,24,0.3,24,-,-,-,-,-,D
37047,20151215:0800,11.2,24,4.3,24,-,-,-,-,-,D
37047,20151216:0800,11.1,24,-0.8,24,-,-,-,-,-,D
37047,20151217:0800,6.4,24,1.7,24,-,-,-,-,-,D
37047,20151218:0800,10.0,24,1.6,24,-,-,-,-,-,D
37047,20151219:0800,16.5,24,2.1,24,-,-,-,-,-,D
37047,20151220:0800,16.9,24,5.2,24,-,-,-,-,-,D
37047,20151221:0800,17.3,24,11.3,24,-,-,-,-,-,D
37047,20151222:0800,17.8,24,2.8,24,-,-,-,-,-,D
37047,20151223:0800,9.8,24,-1.7,24,-,-,-,-,-,D
37047,20151224:0800,15.1,24,-0.4,24,-,-,-,-,-,D
37047,20151225:0800,10.8,24,2.0,24,-,-,-,-,-,D
37047,20151226:0800,16.8,24,3.4,24,-,-,-,-,-,D
37047,20151227:0800,21.0,24,7.9,24,-,-,-,-,-,D
37047,20151228:0800,22.4,24,7.7,24,-,-,-,-,-,D
37047,20151229:0800,22.3,24,7.3,24,-,-,-,-,-,D
37047,20151230:0800,18.7,24,5.0,24,-,-,-,-,-,D
37047,20151231:0800,9.7,24,-1.0,24,-,-,-,-,-,D
